Date,Team,Score,Result,Home or Away,Unix Timestamp
"Wed, Oct 19",Phoenix,`107-105,L,Away,
"Sat, Oct 22",Memphis,`137-96,W,Home,
"Tue, Oct 25",New Orleans,`113-111,L,Away,
"Thu, Oct 27",Brooklyn,`129-125 OT,W,Away,
"Sat, Oct 29",Oklahoma City,`117-111 OT,L,Home,
"Sun, Oct 30",Orlando,`114-105,W,Home,
"Wed, Nov 2",Utah,`103-100,W,Home,
"Fri, Nov 4",Toronto,`111-110,W,Home,
"Mon, Nov 7",Brooklyn,`96-94,W,Home,
"Wed, Nov 9",Orlando,`94-87,L,Away,
"Thu, Nov 10",Washington,`113-105,L,Away,
"Sat, Nov 12",Portland,`117-112,W,Home,
"Tue, Nov 15",LA,`103-101,W,Home,
"Wed, Nov 16",Houston,`101-92,L,Home,
"Fri, Nov 18",Denver,`127-99,W,Home,
"Sun, Nov 20",Denver,`98-97,L,Home,
"Wed, Nov 23",Boston,`125-112,L,Away,
"Sat, Nov 26",Toronto,`105-100,L,Away,
"Sun, Nov 27",Milwaukee,`124-115,L,Away,
"Tue, Nov 29",Golden State,`116-113,W,Home,
"Thu, Dec 1",Detroit,`131-125 OT,L,Away,
"Sat, Dec 3",New York,`121-100,W,Away,
"Mon, Dec 5",Phoenix,`130-111,W,Home,
"Tue, Dec 6",Denver,`116-115,W,Away,
"Fri, Dec 9",Milwaukee,`106-105,L,Home,
"Sat, Dec 10",Chicago,`144-115,L,Away,
"Mon, Dec 12",Oklahoma City,`121-114,W,Home,
"Wed, Dec 14",Cleveland,`105-90,L,Home,
"Fri, Dec 16",Portland,`130-110,W,Home,
"Sat, Dec 17",Cleveland,`100-99 OT,L,Away,
"Mon, Dec 19",Minnesota,`116-106,L,Away,
"Wed, Dec 21",Minnesota,`104-99,W,Away,
"Fri, Dec 23 2022 7:00 PM",Houston,,,Away,1671843600.0
"Sun, Dec 25 2022 1:30 PM",Los Angeles,,,Home,1671996600.0
"Tue, Dec 27 2022 7:30 PM",New York,,,Home,1672191000.0
"Thu, Dec 29 2022 7:30 PM",Houston,,,Home,1672363800.0
"Sat, Dec 31 2022 6:00 PM",San Antonio,,,Away,1672531200.0
"Mon, Jan 2 2023 7:00 PM",Houston,,,Away,1672707600.0
"Thu, Jan 5 2023 6:30 PM",Boston,,,Home,1672965000.0
"Sat, Jan 7 2023 7:00 PM",New Orleans,,,Home,1673139600.0
"Sun, Jan 8 2023 6:00 PM",Oklahoma City,,,Away,1673222400.0
