Date,Team,Score,Result,Home or Away,Unix Timestamp
"Tue, Oct 18",Boston,`126-117,L,Away,
"Thu, Oct 20",Milwaukee,`90-88,L,Home,
"Sat, Oct 22",San Antonio,`114-105,L,Home,
"Mon, Oct 24",Indiana,`120-106,W,Home,
"Wed, Oct 26",Toronto,`119-109,L,Away,
"Fri, Oct 28",Toronto,`112-90,W,Away,
"Sat, Oct 29",Chicago,`114-109,W,Away,
"Mon, Oct 31",Washington,`118-111,W,Away,
"Wed, Nov 2",Washington,`121-111,L,Home,
"Fri, Nov 4",New York,`106-104,L,Home,
"Mon, Nov 7",Phoenix,`100-88,W,Home,
"Thu, Nov 10",Atlanta,`104-95,L,Away,
"Sat, Nov 12",Atlanta,`121-109,W,Home,
"Sun, Nov 13",Utah,`105-98,W,Home,
"Fri, Nov 18",Milwaukee,`110-102,W,Home,
"Sat, Nov 19",Minnesota,`112-109,L,Home,
"Tue, Nov 22",Brooklyn,`115-106,W,Home,
"Wed, Nov 23",Charlotte,`107-101,L,Away,
"Fri, Nov 25",Orlando,`107-99,W,Away,
"Sun, Nov 27",Orlando,`133-103,W,Away,
"Mon, Nov 28",Atlanta,`104-101,W,Home,
"Wed, Nov 30",Cleveland,`113-85,L,Away,
"Fri, Dec 2",Memphis,`117-109,L,Away,
"Mon, Dec 5",Houston,`132-123 2OT,L,Away,
"Fri, Dec 9",Los Angeles,`133-122 OT,W,Home,
"Sun, Dec 11",Charlotte,`131-113,W,Home,
"Tue, Dec 13",Sacramento,`123-103,W,Home,
"Fri, Dec 16",Golden State,`118-106,W,Home,
"Mon, Dec 19",Toronto,`104-101 OT,W,Home,
"Wed, Dec 21",Detroit,`113-93,W,Home,
"Fri, Dec 23 2022 6:00 PM",LA,,,Home,1671840000.0
"Sun, Dec 25 2022 11:00 AM",New York,,,Away,1671987600.0
"Tue, Dec 27 2022 6:00 PM",Washington,,,Away,1672185600.0
"Fri, Dec 30 2022 7:30 PM",New Orleans,,,Away,1672450200.0
"Sat, Dec 31 2022 7:00 PM",Oklahoma City,,,Away,1672534800.0
"Mon, Jan 2 2023 6:00 PM",New Orleans,,,Home,1672704000.0
