Date,Team,Score,Result,Home or Away,Unix Timestamp
"Wed, Feb 15 2023 6:00 PM",San Antonio,,,Home,1676505600.0
"Fri, Feb 24 2023 7:00 PM",Minnesota,,,Away,1677286800.0
"Sat, Feb 25 2023 6:00 PM",Miami,,,Home,1677369600.0
"Mon, Feb 27 2023 6:00 PM",Detroit,,,Home,1677542400.0
"Wed, Mar 1 2023 6:00 PM",Phoenix,,,Home,1677715200.0
"Fri, Mar 3 2023 6:00 PM",Orlando,,,Home,1677888000.0
"Sun, Mar 5 2023 5:00 PM",Brooklyn,,,Away,1678057200.0
"Tue, Mar 7 2023 6:30 PM",New York,,,Away,1678235400.0
"Thu, Mar 9 2023 6:00 PM",Detroit,,,Away,1678406400.0
"Sat, Mar 11 2023 6:00 PM",Utah,,,Home,1678579200.0
"Sun, Mar 12 2023 4:00 PM",Cleveland,,,Home,1678654800.0
"Tue, Mar 14 2023 6:00 PM",Cleveland,,,Home,1678834800.0
"Fri, Mar 17 2023 6:00 PM",Philadelphia,,,Home,1679094000.0
"Mon, Mar 20 2023 6:00 PM",Indiana,,,Home,1679353200.0
"Thu, Mar 23 2023 7:00 PM",New Orleans,,,Away,1679616000.0
"Fri, Mar 24 2023 7:30 PM",Dallas,,,Away,1679704200.0
"Sun, Mar 26 2023 12:00 PM",Dallas,,,Home,1679850000.0
"Tue, Mar 28 2023 7:00 PM",Oklahoma City,,,Away,1680048000.0
"Fri, Mar 31 2023 6:00 PM",Chicago,,,Home,1680303600.0
"Sun, Apr 2 2023 12:00 PM",Toronto,,,Home,1680454800.0
"Tue, Apr 4 2023 6:00 PM",Toronto,,,Home,1680649200.0
"Fri, Apr 7 2023 6:00 PM",Houston,,,Home,1680908400.0
"Sun, Apr 9 2023 12:00 PM",Cleveland,,,Away,1681059600.0
