Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
"Sunday, December 04 01:00 PM",senegal,england,0 - 3,L,away,1670180400,https://media-3.api-sports.io/football/teams/13.png
"Monday, November 21 10:00 AM",senegal,netherlands,2 - 0,L,home,1669046400,https://media-2.api-sports.io/football/teams/13.png
