Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
"Friday, June 04 07:30 PM",ecuador,brazil,0 - 2,L,away,1622853000,https://media-2.api-sports.io/football/teams/2382.png
"Thursday, January 27 03:00 PM",ecuador,brazil,1 - 1,tie,home,1643317200,https://media-3.api-sports.io/football/teams/2382.png
