Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-09-01,abilene christian,lamar,14 - 28,W,home,1661990400,https://media-2.api-sports.io/american-football/teams/241.png
2022-09-10,abilene christian,prairie view a&m,13 - 21,W,home,1662768000,https://media-3.api-sports.io/american-football/teams/241.png
2022-09-17,abilene christian,missouri,17 - 34,L,away,1663430400,https://media-3.api-sports.io/american-football/teams/241.png
2022-09-24,abilene christian,western new mexico,7 - 34,W,home,1663977600,https://media-1.api-sports.io/american-football/teams/241.png
2022-10-01,abilene christian,utah tech,26 - 10,W,away,1664586000,https://media-1.api-sports.io/american-football/teams/241.png
2022-10-08,abilene christian,stephen f. austin,38 - 41,L,away,1665270000,https://media-2.api-sports.io/american-football/teams/241.png
2022-10-15,abilene christian,southern utah,18 - 21,W,home,1665865800,https://media-2.api-sports.io/american-football/teams/241.png
2022-10-29,abilene christian,north dakota,31 - 34,L,away,1667073600,https://media-1.api-sports.io/american-football/teams/241.png
2022-11-05,abilene christian,tarleton,28 - 23,W,away,1667606400,https://media-1.api-sports.io/american-football/teams/241.png
2022-11-12,abilene christian,sam houston,45 - 28,W,away,1668276000,https://media-2.api-sports.io/american-football/teams/241.png
2022-11-19,abilene christian,stephen f. austin,24 - 21,L,home,1668889800,https://media-3.api-sports.io/american-football/teams/241.png
