Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-09-03,louisville,syracuse,7 - 31,L,away,1662163200,https://media-2.api-sports.io/american-football/teams/198.png
2022-09-09,louisville,ucf,20 - 14,W,away,1662766200,https://media-2.api-sports.io/american-football/teams/198.png
2022-09-16,louisville,florida state,35 - 31,L,home,1663371000,https://media-2.api-sports.io/american-football/teams/198.png
2022-09-24,louisville,south florida,3 - 41,W,home,1664035200,https://media-2.api-sports.io/american-football/teams/198.png
2022-10-01,louisville,boston college,33 - 34,L,away,1664640000,https://media-3.api-sports.io/american-football/teams/198.png
2022-10-08,louisville,virginia,34 - 17,W,away,1665244800,https://media-1.api-sports.io/american-football/teams/198.png
2022-10-22,louisville,pittsburgh,10 - 24,W,home,1666396800,https://media-1.api-sports.io/american-football/teams/198.png
2022-10-29,louisville,wake forest,21 - 48,W,home,1667071800,https://media-2.api-sports.io/american-football/teams/198.png
2022-11-05,louisville,james madison,10 - 34,W,home,1667691000,https://media-2.api-sports.io/american-football/teams/198.png
2022-11-12,louisville,clemson,16 - 31,L,away,1668285000,https://media-3.api-sports.io/american-football/teams/198.png
2022-11-19,louisville,nc state,10 - 25,W,home,1668889800,https://media-3.api-sports.io/american-football/teams/198.png
2022-11-26,louisville,kentucky,13 - 26,L,away,1669492800,https://media-3.api-sports.io/american-football/teams/198.png
2022-12-17,louisville,cincinnati,7 - 24,W,home,1671292800,https://media-2.api-sports.io/american-football/teams/198.png
