Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-09-01,long island university,toledo,0 - 37,L,away,1662073200,https://media-3.api-sports.io/american-football/teams/76.png
2022-09-10,long island university,villanova,38 - 21,L,home,1662829200,https://media-1.api-sports.io/american-football/teams/76.png
2022-09-17,long island university,kent state,10 - 63,L,away,1663430400,https://media-1.api-sports.io/american-football/teams/76.png
2022-09-24,long island university,bryant,31 - 29,L,home,1664038800,https://media-1.api-sports.io/american-football/teams/76.png
2022-10-01,long island university,merrimack,23 - 24,L,away,1664643600,https://media-1.api-sports.io/american-football/teams/76.png
2022-10-15,long island university,st. francis (pa),57 - 7,L,home,1665853200,https://media-3.api-sports.io/american-football/teams/76.png
2022-10-21,long island university,wagner,26 - 37,L,away,1666393200,https://media-3.api-sports.io/american-football/teams/76.png
2022-10-29,long island university,duquesne,50 - 48,W,away,1667059200,https://media-1.api-sports.io/american-football/teams/76.png
2022-11-05,long island university,central connecticut,20 - 29,W,home,1667667600,https://media-2.api-sports.io/american-football/teams/76.png
2022-11-12,long island university,stonehill,28 - 34,W,home,1668276000,https://media-3.api-sports.io/american-football/teams/76.png
2022-11-19,long island university,sacred heart,37 - 34,W,away,1668877200,https://media-1.api-sports.io/american-football/teams/76.png
