Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-09-03,new mexico,maine,0 - 41,W,home,1662163200,https://media-3.api-sports.io/american-football/teams/199.png
2022-09-09,new mexico,boise state,31 - 14,L,home,1662685200,https://media-2.api-sports.io/american-football/teams/199.png
2022-09-17,new mexico,utep,10 - 27,W,home,1663372800,https://media-3.api-sports.io/american-football/teams/199.png
2022-09-24,new mexico,lsu,0 - 38,L,away,1664062200,https://media-3.api-sports.io/american-football/teams/199.png
2022-09-30,new mexico,unlv,20 - 31,L,away,1664506800,https://media-3.api-sports.io/american-football/teams/199.png
2022-10-08,new mexico,wyoming,27 - 14,L,home,1665270000,https://media-1.api-sports.io/american-football/teams/199.png
2022-10-15,new mexico,new mexico state,9 - 21,L,away,1665792000,https://media-3.api-sports.io/american-football/teams/199.png
2022-10-22,new mexico,fresno state,41 - 9,L,home,1666477800,https://media-2.api-sports.io/american-football/teams/199.png
2022-11-05,new mexico,utah state,10 - 27,L,away,1667676600,https://media-2.api-sports.io/american-football/teams/199.png
2022-11-12,new mexico,air force,3 - 35,L,away,1668285000,https://media-3.api-sports.io/american-football/teams/199.png
2022-11-18,new mexico,san diego state,34 - 10,L,home,1668739500,https://media-2.api-sports.io/american-football/teams/199.png
2022-11-25,new mexico,colorado state,0 - 17,L,away,1669408200,https://media-1.api-sports.io/american-football/teams/199.png
