Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-08-13,los angeles rams,los angeles chargers,29 - 22,W,away,1660356000,https://media-1.api-sports.io/american-football/teams/31.png
2022-08-19,los angeles rams,houston texans,24 - 20,L,home,1660874400,https://media-3.api-sports.io/american-football/teams/31.png
2022-08-27,los angeles rams,cincinnati bengals,7 - 16,L,away,1661637600,https://media-1.api-sports.io/american-football/teams/31.png
2022-09-08,los angeles rams,buffalo bills,31 - 10,L,home,1662596400,https://media-2.api-sports.io/american-football/teams/31.png
2022-09-18,los angeles rams,atlanta falcons,27 - 31,W,home,1663531500,https://media-3.api-sports.io/american-football/teams/31.png
2022-09-25,los angeles rams,arizona cardinals,20 - 12,W,away,1664137500,https://media-1.api-sports.io/american-football/teams/31.png
2022-10-03,los angeles rams,san francisco 49ers,9 - 24,L,away,1664756100,https://media-2.api-sports.io/american-football/teams/31.png
2022-10-09,los angeles rams,dallas cowboys,22 - 10,L,home,1665347100,https://media-2.api-sports.io/american-football/teams/31.png
2022-10-16,los angeles rams,carolina panthers,10 - 24,W,home,1665950700,https://media-2.api-sports.io/american-football/teams/31.png
2022-10-30,los angeles rams,san francisco 49ers,31 - 14,L,home,1667161500,https://media-1.api-sports.io/american-football/teams/31.png
2022-11-06,los angeles rams,tampa bay buccaneers,13 - 16,L,away,1667769900,https://media-2.api-sports.io/american-football/teams/31.png
2022-11-13,los angeles rams,arizona cardinals,27 - 17,L,home,1668374700,https://media-2.api-sports.io/american-football/teams/31.png
2022-11-20,los angeles rams,new orleans saints,20 - 27,L,away,1668967200,https://media-3.api-sports.io/american-football/teams/31.png
2022-11-27,los angeles rams,kansas city chiefs,10 - 26,L,away,1669584300,https://media-3.api-sports.io/american-football/teams/31.png
2022-12-04,los angeles rams,seattle seahawks,27 - 23,L,home,1670187900,https://media-3.api-sports.io/american-football/teams/31.png
2022-12-08,los angeles rams,las vegas raiders,16 - 17,W,home,1670462100,https://media-1.api-sports.io/american-football/teams/31.png
2022-12-19,los angeles rams,green bay packers,12 - 24,L,away,1671412500,https://media-3.api-sports.io/american-football/teams/31.png
2022-12-25,los angeles rams,denver broncos,14 - 51,W,home,1672003800,https://media-3.api-sports.io/american-football/teams/31.png
2023-01-01,los angeles rams,los angeles chargers,10 - 31,L,away,1672608300,https://media-3.api-sports.io/american-football/teams/31.png
2023-01-08,los angeles rams,seattle seahawks,16 - 19,L,away,1673213100,https://media-1.api-sports.io/american-football/teams/31.png
