Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-11-08T01:00:00+00:00,pfeiffer falcons,high point,71 - 109,L,away,1667869200,https://media-3.api-sports.io/basketball/teams/5836.png
2022-11-13T20:00:00+00:00,pfeiffer falcons,longwood,68 - 100,L,away,1668369600,https://media-3.api-sports.io/basketball/teams/5836.png
