Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-11-10T00:00:00+00:00,piedmont,winthrop,56 - 78,L,away,1668038400,https://media-2.api-sports.io/basketball/teams/2076.png
2022-12-08T00:00:00+00:00,piedmont,georgia southern,47 - 91,L,away,1670457600,https://media-2.api-sports.io/basketball/teams/2076.png
