Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
2022-11-08T01:30:00+00:00,loyola no,se louisiana,72 - 90,L,away,1667871000,https://media-1.api-sports.io/basketball/teams/5786.png
2022-11-15T01:00:00+00:00,loyola no,southern miss,62 - 86,L,away,1668474000,https://media-1.api-sports.io/basketball/teams/5786.png
2022-11-30T01:00:00+00:00,loyola no,louisiana lafayette,70 - 104,L,away,1669770000,https://media-3.api-sports.io/basketball/teams/5786.png
