Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
"Saturday, August 06 09:00 AM",bideford,bridgwater town,0 - 1,W,home,1659794400,https://media-2.api-sports.io/football/teams/7215.png
"Saturday, August 20 09:00 AM",bideford,paulton rovers,2 - 5,L,away,1661004000,https://media-2.api-sports.io/football/teams/7215.png
