Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
"Saturday, August 20 06:30 AM",marlow,thame united,1 - 3,W,home,1660995000,https://media-3.api-sports.io/football/teams/7657.png
"Saturday, September 03 09:00 AM",marlow,uxbridge,1 - 0,L,home,1662213600,https://media-3.api-sports.io/football/teams/7657.png
