Date,Team,Opponent,Score,Result,Home or Away,Unix Timestamp,Image Url
"Saturday, October 15 09:00 AM",yeovil town,taunton town,0 - 0,tie,home,1665842400,https://media-3.api-sports.io/football/teams/1377.png
"Tuesday, October 18 01:45 PM",yeovil town,taunton town,0 - 1,L,away,1666118700,https://media-2.api-sports.io/football/teams/1377.png
